Date,RSI,ATR,ADX,MACD
2024-02-20,53.6298,7.2721,30.0966,4.5685
2024-02-16,59.9063,6.9184,31.8952,5.562999999999988
2024-02-15,61.7022,6.906,33.0037,5.918599999999998
2024-02-14,57.7569,7.0341,33.7909,5.9920999999999935
2024-02-13,53.4103,7.0214,34.8643,5.801099999999991
2024-02-12,58.1746,6.8791,36.7943,6.2021000000000015
2024-02-09,56.9096,6.8902,37.5738,6.585999999999984
2024-02-08,56.4215,6.9249,38.7208,6.922200000000004
2024-02-07,55.8251,7.1829,40.3651,7.569299999999998
2024-02-06,59.0354,7.3439,42.1358,8.123099999999994
2024-02-05,64.6038,7.2373,44.0428,9.023500000000013
2024-02-02,61.6032,7.1094,45.0329,9.394900000000007
2024-02-01,58.8399,7.0009,45.7023,9.383100000000013
2024-01-31,56.5736,7.1333,47.2737,9.962600000000009
2024-01-30,66.5955,6.9513,48.9659,10.841399999999993
2024-01-29,69.5004,6.7967,49.3156,11.360399999999998
2024-01-26,67.7802,6.9746,48.4648,11.270199999999988
2024-01-25,77.2166,6.9664,47.5485,11.050100000000015
2024-01-24,72.4539,6.9416,45.6625,10.294900000000013
2024-01-23,69.1139,6.5401,43.8296,9.388900000000007
2024-01-22,81.0085,6.6309,42.5021,9.100999999999999
2024-01-19,77.0083,6.3279,41.0726,8.625400000000013
2024-01-18,77.7161,5.8878,39.564,7.27709999999999
2024-01-17,73.301,5.5422,38.3322,6.627199999999988
2024-01-16,66.9548,5.4885,37.7055,5.955900000000014
2024-01-12,64.7219,4.8988,37.1236,5.158100000000019
2024-01-11,65.5732,4.9872,37.8907,5.3049000000000035
2024-01-10,68.2654,4.8562,38.7168,5.266400000000004
2024-01-09,64.6868,4.9044,38.7898,5.087700000000012
2024-01-08,58.839,4.9139,38.9998,4.712500000000006
2024-01-05,54.3427,4.6327,39.5833,4.4783999999999935
2024-01-04,50.892,4.6044,41.1634,4.88839999999999
2024-01-03,53.007,4.674,43.4833,5.602400000000017
2024-01-02,69.2497,4.6613,46.0334,6.5023000000000195
2023-12-29,83.7677,4.2522,47.8773,7.224399999999974
2023-12-28,81.9502,4.2831,46.5382,7.141999999999996
2023-12-27,80.3787,4.2696,45.1549,6.795600000000007
